ts_code,trade_date,adj_factor
688981.SH,20250702,1.0
688981.SH,20250703,1.0
688981.SH,20250704,1.0
688981.SH,20250707,1.0
688981.SH,20250708,1.0
688981.SH,20250709,1.0
688981.SH,20250710,1.0
688981.SH,20250711,1.0
688981.SH,20250714,1.0
688981.SH,20250715,1.0
688981.SH,20250716,1.0
688981.SH,20250717,1.0
688981.SH,20250718,1.0
688981.SH,20250721,1.0
688981.SH,20250722,1.0
688981.SH,20250723,1.0
688981.SH,20250724,1.0
688981.SH,20250725,1.0
688981.SH,20250728,1.0
688981.SH,20250729,1.0
688981.SH,20250730,1.0
688981.SH,20250731,1.0
688981.SH,20250801,1.0
688981.SH,20250804,1.0
688981.SH,20250805,1.0
688981.SH,20250806,1.0
688981.SH,20250807,1.0
688981.SH,20250808,1.0
688981.SH,20250811,1.0
688981.SH,20250812,1.0
688981.SH,20250813,1.0
688981.SH,20250814,1.0
688981.SH,20250815,1.0
688981.SH,20250818,1.0
688981.SH,20250819,1.0
688981.SH,20250820,1.0
688981.SH,20250821,1.0
688981.SH,20250822,1.0
688981.SH,20250825,1.0
688981.SH,20250826,1.0
688981.SH,20250827,1.0
688981.SH,20250828,1.0
688981.SH,20250829,1.0
688981.SH,20250909,1.0
688981.SH,20250910,1.0
688981.SH,20250911,1.0
688981.SH,20250912,1.0
688981.SH,20250915,1.0
688981.SH,20250916,1.0
688981.SH,20250917,1.0
688981.SH,20250918,1.0
688981.SH,20250919,1.0
688981.SH,20250922,1.0
688981.SH,20250923,1.0
688981.SH,20250924,1.0
688981.SH,20250925,1.0
688981.SH,20250926,1.0
688981.SH,20250929,1.0
688981.SH,20250930,1.0
688981.SH,20251009,1.0
688981.SH,20251010,1.0
688981.SH,20251013,1.0
688981.SH,20251014,1.0
688981.SH,20251015,1.0
688981.SH,20251016,1.0
688981.SH,20251017,1.0
688981.SH,20251020,1.0
688981.SH,20251021,1.0
688981.SH,20251022,1.0
688981.SH,20251023,1.0
688981.SH,20251024,1.0
688981.SH,20251027,1.0
688981.SH,20251028,1.0
688981.SH,20251029,1.0
688981.SH,20251030,1.0
688981.SH,20251031,1.0
688981.SH,20251103,1.0
688981.SH,20251104,1.0
688981.SH,20251105,1.0
688981.SH,20251106,1.0
688981.SH,20251107,1.0
688981.SH,20251110,1.0
688981.SH,20251111,1.0
688981.SH,20251112,1.0
688981.SH,20251113,1.0
688981.SH,20251114,1.0
688981.SH,20251117,1.0
688981.SH,20251118,1.0
688981.SH,20251119,1.0
688981.SH,20251120,1.0
688981.SH,20251121,1.0
688981.SH,20251124,1.0
688981.SH,20251125,1.0
688981.SH,20251126,1.0
688981.SH,20251127,1.0
688981.SH,20251128,1.0
688981.SH,20251201,1.0
688981.SH,20251202,1.0
688981.SH,20251203,1.0
688981.SH,20251204,1.0
688981.SH,20251205,1.0
688981.SH,20251208,1.0
688981.SH,20251209,1.0
688981.SH,20251210,1.0
688981.SH,20251211,1.0
688981.SH,20251212,1.0
688981.SH,20251215,1.0
688981.SH,20251216,1.0
688981.SH,20251217,1.0
688981.SH,20251218,1.0
688981.SH,20251219,1.0
688981.SH,20251222,1.0
688981.SH,20251223,1.0
688981.SH,20251224,1.0
688981.SH,20251225,1.0
688981.SH,20251226,1.0
688981.SH,20251229,1.0
688981.SH,20251230,1.0
688981.SH,20251231,1.0
688981.SH,20260105,1.0
688981.SH,20260106,1.0
688981.SH,20260107,1.0
688981.SH,20260108,1.0
688981.SH,20260109,1.0
688981.SH,20260112,1.0
688981.SH,20260113,1.0
688981.SH,20260114,1.0
688981.SH,20260115,1.0
688981.SH,20260116,1.0
688981.SH,20260119,1.0
688981.SH,20260120,1.0
688981.SH,20260121,1.0
688981.SH,20260122,1.0
688981.SH,20260123,1.0
688981.SH,20260126,1.0
688981.SH,20260127,1.0
688981.SH,20260128,1.0
688981.SH,20260129,1.0
688981.SH,20260130,1.0
688981.SH,20260202,1.0
688981.SH,20260203,1.0
688981.SH,20260204,1.0
688981.SH,20260205,1.0
688981.SH,20260206,1.0
688981.SH,20260209,1.0
688981.SH,20260210,1.0
688981.SH,20260211,1.0
688981.SH,20260212,1.0
688981.SH,20260213,1.0
688981.SH,20260224,1.0
688981.SH,20260225,1.0
688981.SH,20260226,1.0
688981.SH,20260227,1.0
688981.SH,20260302,1.0
688981.SH,20260303,1.0
688981.SH,20260304,1.0
688981.SH,20260305,1.0
688981.SH,20260306,1.0
688981.SH,20260309,1.0
688981.SH,20260310,1.0
688981.SH,20260311,1.0
688981.SH,20260312,1.0
688981.SH,20260313,1.0
688981.SH,20260316,1.0
688981.SH,20260317,1.0
688981.SH,20260318,1.0
688981.SH,20260319,1.0
688981.SH,20260320,1.0
688981.SH,20260323,1.0
688981.SH,20260324,1.0
688981.SH,20260325,1.0
688981.SH,20260326,1.0
688981.SH,20260327,1.0
688981.SH,20260330,1.0
688981.SH,20260331,1.0
688981.SH,20260401,1.0
688981.SH,20260402,1.0
688981.SH,20260403,1.0
688981.SH,20260407,1.0
688981.SH,20260408,1.0
688981.SH,20260409,1.0
688981.SH,20260410,1.0
688981.SH,20260413,1.0
688981.SH,20260414,1.0
688981.SH,20260415,1.0
688981.SH,20260416,1.0
688981.SH,20260417,1.0
688981.SH,20260420,1.0
688981.SH,20260421,1.0
688981.SH,20260422,1.0
688981.SH,20260423,1.0
688981.SH,20260424,1.0
688981.SH,20260427,1.0
688981.SH,20260428,1.0
688981.SH,20260429,1.0
688981.SH,20260430,1.0
688981.SH,20260506,1.0
688981.SH,20260507,1.0
688981.SH,20260508,1.0
688981.SH,20260511,1.0
688981.SH,20260512,1.0
688981.SH,20260513,1.0
688981.SH,20260514,1.0
688981.SH,20260515,1.0
688981.SH,20260518,1.0
688981.SH,20260519,1.0
688981.SH,20260520,1.0
688981.SH,20260521,1.0
688981.SH,20260522,1.0
688981.SH,20260525,1.0
688981.SH,20260526,1.0
688981.SH,20260527,1.0
688981.SH,20260528,1.0
688981.SH,20260529,1.0
688981.SH,20260601,1.0
688981.SH,20260602,1.0
688981.SH,20260603,1.0
688981.SH,20260604,1.0
688981.SH,20260605,1.0
688981.SH,20260608,1.0
688981.SH,20260609,1.0
688981.SH,20260610,1.0
688981.SH,20260611,1.0
688981.SH,20260612,1.0
688981.SH,20260615,1.0
688981.SH,20260616,1.0
688981.SH,20260617,1.0
688981.SH,20260618,1.0
688981.SH,20260622,1.0
688981.SH,20260623,1.0
688981.SH,20260624,1.0
688981.SH,20260625,1.0
688981.SH,20260626,1.0
688981.SH,20260629,1.0
688981.SH,20260630,1.0
688981.SH,20260701,1.0
688981.SH,20260702,1.0
