market,metric_group,field,field_zh,count,missing_count,missing_ratio,mean,std,min,max,range,median,skew,kurtosis,q01,q05,q10,q25,q50,q75,q90,q95,q99
A股,衍生指标,log_return,对数收益率,237,0,0.0,0.002092412181597052,0.033908174980191046,-0.10821109497545373,0.1721427676524684,0.2803538626279221,-8.5973434261727e-05,1.0879945854727897,5.403651713254817,-0.07792337179808026,-0.04442160764005044,-0.03303365995760125,-0.014534850208432957,-8.5973434261727e-05,0.017319618199473894,0.040507036237571306,0.05460208571671561,0.12769590802255615
A股,衍生指标,amplitude_pct,日内振幅(%),237,0,0.0,4.0727598017200215,2.58627898641088,0.7804309842749001,16.973697172692347,16.193266188417446,3.404962109415552,2.1960460504427144,6.738520924680028,1.1086667443387364,1.518925795610869,1.715073531957135,2.322661644695533,3.404962109415552,4.892696989109544,6.771586038511999,8.947343184889004,15.277959573366516
A股,衍生指标,intraday_return_pct,日内收益率(%),237,0,0.0,0.4426482359976012,3.034678677492979,-7.295255764643514,16.88235294117647,24.177608705819985,0.1838382223643226,1.703503846791067,6.988225398500953,-5.200710268260364,-3.540681204958004,-2.5243268244791137,-1.309850429241517,0.1838382223643226,1.8056354226566915,3.1935541099940923,5.196033253699347,13.038915254237276
A股,衍生指标,gap_pct,开盘跳空幅度(%),237,0,0.0,-0.17610214678896352,1.541202723527049,-11.118856744510285,3.5559278154267777,14.674784559937063,-0.12820512820512756,-1.617529013493535,11.103347923457727,-4.882304633144956,-2.2661621470114217,-1.7255594566797854,-0.861621509394787,-0.12820512820512756,0.4916256978585028,1.664709965021605,2.2105723997542235,3.305267212753741
A股,衍生指标,upper_shadow_pct,上影线比例(%),237,0,0.0,1.2568412511344138,1.0838710956793811,0.0,6.422607578676944,6.422607578676944,0.9677157030169942,1.4312933375089771,2.6111094015764267,0.0,0.1136534823805369,0.161102843429245,0.45132743362832306,0.9677157030169942,1.8169273229070817,2.672716109212342,3.4182723730473445,4.573674755066448
A股,衍生指标,lower_shadow_pct,下影线比例(%),237,0,0.0,0.7730357257182481,0.751940456590216,0.0,4.571121269158384,4.571121269158384,0.5747126436781624,1.7071698182923747,3.8467618084053217,0.0,0.0,0.030494454323223986,0.24175444655500014,0.5747126436781624,1.0294117647058865,1.796896548564781,2.3499427190735083,3.045668170602996
A股,衍生指标,vwap_proxy,近似成交均价,237,0,0.0,11.51011414199789,1.6623679970707321,8.57840526268983,15.982097005976351,7.403691743286521,11.593936229924756,0.08400849443651508,-0.3543945248671787,8.599220401037092,8.786112281518305,9.031600202163638,10.407016612821474,11.593936229924756,12.572299040280022,13.347701473318713,14.440960791632442,15.522857612930656
A股,衍生指标,close_ma5_gap_pct,收盘价相对5日均线偏离(%),233,4,0.016877637130801686,0.49958658778814047,3.3331176234568556,-8.21262734770254,16.909979315926726,25.122606663629266,0.4118005926442292,0.8928576453272481,2.9702616219969724,-6.072264833240577,-4.789953369065134,-3.2464873293827368,-1.560016071834125,0.4118005926442292,2.060662190321838,4.41421554069788,6.258328060273885,10.640431014339415
A股,衍生指标,close_ma20_gap_pct,收盘价相对20日均线偏离(%),218,19,0.08016877637130802,2.2508136935621406,7.827602775378391,-9.411786446879699,28.10248198558849,37.514268432468185,0.9352806708173511,0.8165875962359502,0.14942866292027635,-9.127103247233606,-7.560098958102191,-6.778719596510951,-3.6763611416657014,0.9352806708173511,7.628918306152727,14.336539132849502,16.54911497666384,21.252930415077362
A股,衍生指标,pct_chg_5d,5日收益率(%),232,5,0.02109704641350211,1.468449304785952,7.183553135474768,-15.10256410256411,32.6305050161537,47.73306911871781,0.528397523785773,0.9406363032702312,2.2465244991384963,-11.030410131589846,-8.610158106277622,-6.558857940779094,-3.277024720497601,0.528397523785773,5.587273234082596,9.893570060843278,12.96589193534482,24.082809842558884
A股,衍生指标,pct_chg_20d,20日收益率(%),217,20,0.08438818565400844,5.219578594213618,14.844540862613002,-17.09293680297398,51.068830442081705,68.16176724505569,3.758358312197374,0.761188225401666,0.12236589458940017,-16.73181882547288,-14.345240510062304,-12.165576801086987,-7.256859816023276,3.758358312197374,12.411924119241192,25.911252737913937,35.673704272093104,45.16729964633432
A股,衍生指标,volatility_20d,20日滚动波动率,218,19,0.08016877637130802,3.135815468573178,1.5594664701218641,1.3084736842576303,6.474849251413218,5.166375567155588,2.5193579328731692,0.984592614822922,-0.3935952676221679,1.3481335026772552,1.4654529769807436,1.633295261472867,1.996425120994358,2.5193579328731692,3.990789884433794,6.059536419417279,6.218115753624491,6.443836629127275
A股,衍生指标,amount_ma20_ratio,成交额相对20日均值倍数,218,19,0.08016877637130802,1.1109760890825313,0.5446495755825429,0.46025581234747814,3.9874925346225107,3.5272367222750325,0.975791520946665,1.9096881786364126,5.410886056088315,0.48545653621367146,0.521178559404619,0.5811174350184403,0.7417996461626084,0.975791520946665,1.3291176782733765,1.7755034506950582,2.148945672261099,3.082771402440881
